9.50 1750711 1852932 1999989 5603632
10.00 636770 704855 778634 2120259
10.50 211531 251066 285727 748324
11.00 72741 90904 107039 270684
11.50 24814 32537 40166 97517
12.00 8188 11215 15731 35134
12.50 2455 3551 6182 12188
13.00 643 1169 2229 4041
13.50 119 330 757 1206
14.00 16 83 197 296
14.50 0 14 27 41
