9.50 1796214 1847925 1959493 5603632
10.00 676669 693832 749758 2120259
10.50 238770 247120 262434 748324
11.00 84453 92109 94122 270684
11.50 30240 34018 33259 97517
12.00 10281 12950 11903 35134
12.50 3181 5062 3945 12188
13.00 893 1871 1277 4041
13.50 221 631 354 1206
14.00 69 150 77 296
14.50 9 21 11 41
